id,score_smog1,score_smog2,score_smartway
40081,3.0,-1.0,NON
40082,3.0,-1.0,NON
40083,3.0,-1.0,NON
40084,7.0,-1.0,NON
40085,7.0,-1.0,NON
40086,7.0,-1.0,NON
40087,5.0,-1.0,NON
40088,5.0,-1.0,NON
40089,7.0,-1.0,SMARTWAY
40090,7.0,-1.0,SMARTWAY ELITE
40091,5.0,-1.0,NON
40092,5.0,-1.0,NON
40093,5.0,-1.0,NON
40094,3.0,-1.0,NON
40095,3.0,-1.0,NON
40096,7.0,-1.0,NON
40097,7.0,-1.0,NON
40098,7.0,-1.0,NON
40099,7.0,-1.0,NON
40100,7.0,-1.0,NON
40101,7.0,-1.0,NON
40102,7.0,-1.0,NON
40103,1.0,-1.0,NON
40104,1.0,-1.0,NON
40105,1.0,-1.0,NON
40106,5.0,-1.0,NON
40107,7.0,-1.0,NON
40108,7.0,-1.0,NON
40109,3.0,-1.0,NON
40110,5.0,-1.0,NON
40111,7.0,-1.0,NON
40112,7.0,-1.0,NON
40113,3.0,-1.0,NON
40114,5.0,-1.0,NON
40115,3.0,-1.0,NON
40116,5.0,-1.0,NON
40117,3.0,-1.0,NON
40118,3.0,-1.0,NON
40119,3.0,-1.0,NON
40120,3.0,-1.0,NON
40121,1.0,-1.0,NON
40122,1.0,-1.0,NON
40123,1.0,-1.0,NON
40124,1.0,-1.0,NON
40125,1.0,-1.0,NON
40126,1.0,-1.0,NON
40127,1.0,-1.0,NON
40128,1.0,-1.0,NON
40129,1.0,-1.0,NON
40130,1.0,-1.0,NON
40131,1.0,-1.0,NON
40132,1.0,-1.0,NON
40133,1.0,-1.0,NON
40134,1.0,-1.0,NON
40135,1.0,-1.0,NON
40136,1.0,-1.0,NON
40137,1.0,-1.0,NON
40138,1.0,-1.0,NON
40139,1.0,-1.0,NON
40140,1.0,-1.0,NON
40141,1.0,-1.0,NON
40142,3.0,-1.0,NON
40143,3.0,-1.0,NON
40144,3.0,-1.0,NON
40146,1.0,-1.0,NON
40147,3.0,-1.0,NON
40148,3.0,-1.0,NON
40149,3.0,-1.0,NON
40150,3.0,-1.0,NON
40151,6.0,-1.0,NON
40152,3.0,-1.0,NON
40153,3.0,-1.0,NON
40154,3.0,-1.0,NON
40155,3.0,-1.0,NON
40156,3.0,-1.0,NON
40157,3.0,-1.0,SMARTWAY
40159,3.0,-1.0,NON
40160,3.0,-1.0,NON
40161,3.0,-1.0,NON
40162,3.0,-1.0,NON
40163,3.0,-1.0,NON
40164,3.0,-1.0,NON
40165,3.0,-1.0,NON
40166,3.0,-1.0,NON
40167,3.0,-1.0,NON
40168,3.0,-1.0,NON
40169,3.0,-1.0,NON
40170,3.0,-1.0,NON
40171,3.0,-1.0,NON
40172,3.0,-1.0,NON
40173,1.0,-1.0,NON
40174,1.0,-1.0,NON
40175,1.0,-1.0,NON
40176,1.0,-1.0,NON
40177,1.0,-1.0,NON
40178,1.0,-1.0,NON
40179,1.0,-1.0,NON
40180,1.0,-1.0,NON
40181,1.0,-1.0,NON
40182,1.0,-1.0,NON
40183,1.0,-1.0,NON
40184,5.0,-1.0,NON
40185,7.0,-1.0,NON
40186,7.0,-1.0,NON
40187,7.0,-1.0,NON
40188,7.0,-1.0,NON
40189,6.0,-1.0,NON
40190,6.0,-1.0,SMARTWAY
40191,6.0,-1.0,NON
40192,6.0,-1.0,SMARTWAY
40193,5.0,-1.0,NON
40194,7.0,-1.0,NON
40195,3.0,-1.0,NON
40196,5.0,-1.0,NON
40197,7.0,-1.0,NON
40198,5.0,-1.0,NON
40199,7.0,-1.0,NON
40200,7.0,-1.0,NON
40201,7.0,-1.0,NON
40202,7.0,-1.0,NON
40203,3.0,-1.0,NON
40204,7.0,-1.0,NON
40205,6.0,-1.0,NON
40206,6.0,-1.0,SMARTWAY
40207,6.0,-1.0,NON
40208,6.0,-1.0,SMARTWAY
40209,7.0,-1.0,NON
40211,3.0,-1.0,NON
40212,5.0,-1.0,NON
40213,5.0,-1.0,NON
40214,7.0,-1.0,NON
40215,7.0,-1.0,NON
40216,6.0,-1.0,NON
40217,3.0,-1.0,NON
40218,3.0,-1.0,NON
40219,7.0,-1.0,SMARTWAY
40220,1.0,-1.0,NON
40221,1.0,-1.0,NON
40222,1.0,-1.0,NON
40223,1.0,-1.0,NON
40224,1.0,-1.0,NON
40225,5.0,-1.0,SMARTWAY
40226,5.0,-1.0,SMARTWAY
40227,3.0,-1.0,NON
40228,3.0,-1.0,SMARTWAY
40230,5.0,-1.0,SMARTWAY
40231,5.0,-1.0,SMARTWAY
40232,3.0,-1.0,NON
40233,3.0,-1.0,NON
40234,5.0,-1.0,NON
40235,5.0,-1.0,NON
40236,7.0,-1.0,NON
40237,5.0,-1.0,NON
40238,5.0,-1.0,NON
40239,3.0,-1.0,NON
40240,3.0,-1.0,NON
40241,3.0,-1.0,SMARTWAY
40242,3.0,-1.0,SMARTWAY
40243,3.0,-1.0,SMARTWAY
40244,5.0,-1.0,SMARTWAY
40245,5.0,-1.0,SMARTWAY
40246,5.0,-1.0,NON
40247,7.0,-1.0,NON
40248,3.0,-1.0,NON
40249,3.0,-1.0,NON
40250,3.0,-1.0,NON
40251,3.0,-1.0,NON
40252,3.0,-1.0,NON
40253,5.0,-1.0,NON
40254,7.0,-1.0,NON
40255,5.0,-1.0,NON
40256,7.0,-1.0,NON
40257,5.0,-1.0,NON
40258,3.0,-1.0,NON
40259,3.0,-1.0,NON
40260,3.0,-1.0,NON
40261,3.0,-1.0,NON
40262,6.0,-1.0,NON
40263,6.0,-1.0,NON
40264,3.0,-1.0,NON
40265,6.0,-1.0,NON
40266,5.0,-1.0,NON
40267,5.0,-1.0,NON
40268,5.0,-1.0,NON
40269,5.0,-1.0,NON
40270,7.0,-1.0,NON
40271,5.0,-1.0,SMARTWAY
40272,3.0,-1.0,NON
40273,5.0,-1.0,NON
40274,5.0,-1.0,NON
40275,6.0,-1.0,NON
40276,6.0,-1.0,NON
40277,3.0,-1.0,NON
40278,6.0,-1.0,NON
40279,5.0,-1.0,NON
40280,5.0,-1.0,NON
40281,3.0,-1.0,NON
40282,5.0,-1.0,NON
40283,5.0,-1.0,NON
40284,3.0,-1.0,NON
40285,5.0,-1.0,NON
40286,5.0,-1.0,NON
40287,7.0,-1.0,SMARTWAY
40288,3.0,-1.0,NON
40289,3.0,-1.0,NON
40290,5.0,-1.0,NON
40291,6.0,-1.0,NON
40292,3.0,-1.0,NON
40293,3.0,-1.0,NON
40294,3.0,-1.0,NON
40295,3.0,-1.0,NON
40296,6.0,-1.0,NON
40297,3.0,-1.0,NON
40298,3.0,-1.0,NON
40299,3.0,-1.0,NON
40300,3.0,-1.0,NON
40301,5.0,-1.0,NON
40302,5.0,-1.0,NON
40303,6.0,-1.0,NON
40304,3.0,-1.0,NON
40305,3.0,-1.0,NON
40306,3.0,-1.0,NON
40307,3.0,-1.0,NON
40308,3.0,-1.0,NON
40309,3.0,-1.0,NON
40310,3.0,-1.0,NON
40311,6.0,-1.0,NON
40312,3.0,-1.0,NON
40313,3.0,-1.0,NON
40314,3.0,-1.0,NON
40315,3.0,-1.0,NON
40316,3.0,-1.0,NON
40317,3.0,-1.0,NON
40318,5.0,-1.0,NON
40319,5.0,-1.0,NON
40320,5.0,-1.0,NON
40321,3.0,-1.0,NON
40322,5.0,-1.0,NON
40323,3.0,-1.0,NON
40324,5.0,-1.0,NON
40325,3.0,-1.0,NON
40326,5.0,-1.0,NON
40327,3.0,-1.0,NON
40328,5.0,-1.0,NON
40329,5.0,-1.0,NON
40330,3.0,-1.0,SMARTWAY
40331,3.0,-1.0,SMARTWAY
40332,3.0,-1.0,SMARTWAY
40333,6.0,-1.0,SMARTWAY
40334,6.0,-1.0,SMARTWAY
40335,6.0,-1.0,SMARTWAY
40336,5.0,-1.0,SMARTWAY
40337,5.0,-1.0,NON
40338,7.0,-1.0,NON
40339,7.0,-1.0,NON
40340,7.0,-1.0,NON
40341,7.0,-1.0,NON
40342,6.0,-1.0,NON
40343,6.0,-1.0,NON
40344,7.0,-1.0,NON
40345,3.0,-1.0,NON
40346,3.0,-1.0,SMARTWAY
40347,5.0,-1.0,SMARTWAY
40348,5.0,-1.0,SMARTWAY
40349,3.0,-1.0,NON
40350,7.0,-1.0,NON
40351,7.0,-1.0,SMARTWAY ELITE
40352,7.0,-1.0,SMARTWAY ELITE
40353,3.0,-1.0,NON
40354,3.0,-1.0,NON
40355,5.0,-1.0,NON
40356,5.0,-1.0,NON
40357,7.0,-1.0,NON
40358,7.0,-1.0,NON
40359,5.0,-1.0,NON
40360,5.0,-1.0,NON
40361,5.0,-1.0,NON
40362,1.0,-1.0,NON
40363,1.0,-1.0,NON
40364,1.0,-1.0,NON
40365,1.0,-1.0,NON
40366,1.0,-1.0,NON
40367,1.0,-1.0,NON
40368,1.0,-1.0,NON
40369,1.0,-1.0,NON
40370,7.0,-1.0,SMARTWAY
40371,7.0,-1.0,SMARTWAY
40372,5.0,-1.0,NON
40373,5.0,-1.0,NON
40374,3.0,-1.0,NON
40375,5.0,-1.0,NON
40376,5.0,-1.0,NON
40377,5.0,-1.0,NON
40378,6.0,-1.0,NON
40379,6.0,-1.0,NON
40380,5.0,-1.0,NON
40381,6.0,-1.0,NON
40382,5.0,-1.0,NON
40383,3.0,-1.0,NON
40384,10.0,-1.0,SMARTWAY ELITE
40385,10.0,-1.0,SMARTWAY ELITE
40386,10.0,-1.0,SMARTWAY ELITE
40387,5.0,-1.0,NON
40388,5.0,-1.0,NON
40389,5.0,-1.0,NON
40390,5.0,-1.0,NON
40391,5.0,-1.0,NON
40392,5.0,-1.0,NON
40393,3.0,-1.0,NON
40394,5.0,-1.0,NON
40395,3.0,-1.0,NON
40396,3.0,-1.0,NON
40397,5.0,-1.0,NON
40398,3.0,-1.0,NON
40399,3.0,-1.0,NON
40400,3.0,-1.0,NON
40401,5.0,-1.0,NON
40402,3.0,-1.0,NON
40403,3.0,-1.0,NON
40404,5.0,-1.0,NON
40405,7.0,-1.0,SMARTWAY ELITE
40406,7.0,-1.0,SMARTWAY
40407,7.0,-1.0,SMARTWAY
40408,5.0,-1.0,NON
40409,5.0,-1.0,NON
40410,5.0,-1.0,NON
40411,5.0,-1.0,NON
40412,5.0,-1.0,NON
40413,5.0,-1.0,NON
40414,1.0,-1.0,NON
40415,5.0,-1.0,NON
40416,5.0,-1.0,NON
40417,5.0,-1.0,NON
40418,5.0,-1.0,NON
40419,3.0,-1.0,NON
40420,5.0,-1.0,SMARTWAY
40421,5.0,-1.0,SMARTWAY
40422,5.0,-1.0,NON
40423,5.0,-1.0,NON
40424,5.0,-1.0,NON
40425,3.0,-1.0,NON
40426,5.0,-1.0,NON
40427,5.0,-1.0,NON
40428,3.0,-1.0,NON
40429,3.0,-1.0,NON
40430,5.0,-1.0,NON
40431,5.0,-1.0,SMARTWAY
40432,5.0,-1.0,NON
40433,3.0,-1.0,NON
40434,3.0,-1.0,NON
40435,1.0,-1.0,NON
40436,7.0,-1.0,NON
40437,7.0,-1.0,NON
40438,7.0,-1.0,NON
40439,7.0,-1.0,NON
40440,7.0,-1.0,NON
40441,3.0,-1.0,NON
40442,3.0,-1.0,NON
40443,3.0,-1.0,NON
40444,3.0,-1.0,NON
40445,3.0,-1.0,NON
40446,3.0,-1.0,NON
40447,3.0,-1.0,NON
40448,3.0,-1.0,NON
40449,3.0,-1.0,NON
40450,3.0,-1.0,NON
40451,3.0,-1.0,NON
40452,3.0,-1.0,NON
40453,3.0,-1.0,NON
40454,3.0,-1.0,NON
40455,3.0,-1.0,NON
40456,1.0,-1.0,NON
40457,1.0,-1.0,NON
40458,5.0,-1.0,NON
40459,5.0,-1.0,NON
40460,5.0,-1.0,NON
40461,5.0,-1.0,NON
40462,1.0,-1.0,NON
40463,1.0,-1.0,NON
40464,7.0,-1.0,NON
40465,3.0,-1.0,NON
40466,3.0,-1.0,NON
40467,3.0,-1.0,NON
40468,3.0,-1.0,NON
40469,3.0,-1.0,NON
40470,6.0,-1.0,SMARTWAY
40471,6.0,-1.0,SMARTWAY
40472,1.0,-1.0,NON
40473,1.0,-1.0,NON
40474,3.0,-1.0,NON
40475,7.0,-1.0,NON
40476,7.0,-1.0,NON
40477,5.0,-1.0,NON
40478,5.0,-1.0,NON
40479,3.0,-1.0,NON
40480,3.0,-1.0,NON
40481,3.0,-1.0,NON
40482,6.0,-1.0,SMARTWAY
40483,1.0,-1.0,NON
40484,1.0,-1.0,NON
40485,3.0,-1.0,NON
40486,3.0,-1.0,NON
40487,3.0,-1.0,NON
40488,3.0,-1.0,NON
40489,5.0,-1.0,SMARTWAY
40490,7.0,-1.0,SMARTWAY
40491,5.0,-1.0,SMARTWAY
40492,1.0,-1.0,NON
40493,3.0,-1.0,NON
40494,7.0,-1.0,NON
40495,7.0,-1.0,NON
40496,3.0,-1.0,NON
40497,5.0,-1.0,NON
40498,1.0,-1.0,NON
40499,3.0,-1.0,NON
40500,3.0,-1.0,NON
40501,7.0,-1.0,NON
40502,3.0,-1.0,NON
40503,3.0,-1.0,NON
40504,5.0,-1.0,NON
40506,5.0,-1.0,NON
40508,3.0,-1.0,NON
40509,3.0,-1.0,NON
40510,5.0,-1.0,NON
40511,3.0,-1.0,NON
40512,3.0,-1.0,NON
40513,5.0,-1.0,NON
40514,1.0,-1.0,NON
40515,1.0,-1.0,NON
40516,5.0,-1.0,NON
40517,5.0,-1.0,NON
40518,3.0,-1.0,NON
40519,3.0,-1.0,NON
40520,10.0,-1.0,SMARTWAY ELITE
40521,1.0,-1.0,NON
40522,1.0,-1.0,NON
40523,1.0,-1.0,NON
40524,1.0,-1.0,NON
40525,1.0,-1.0,NON
40526,1.0,-1.0,NON
40527,5.0,-1.0,NON
40528,5.0,-1.0,NON
40529,1.0,-1.0,NON
40530,1.0,-1.0,NON
40531,7.0,-1.0,NON
40532,7.0,-1.0,NON
40533,5.0,-1.0,NON
40534,5.0,-1.0,SMARTWAY
40535,7.0,-1.0,SMARTWAY ELITE
40536,7.0,-1.0,SMARTWAY ELITE
40537,1.0,-1.0,NON
40538,1.0,-1.0,NON
40539,3.0,-1.0,NON
40540,5.0,-1.0,NON
40541,3.0,-1.0,NON
40542,5.0,-1.0,NON
40543,5.0,-1.0,NON
40544,7.0,-1.0,NON
40545,7.0,-1.0,NON
40546,5.0,-1.0,NON
40547,5.0,-1.0,NON
40548,6.0,-1.0,NON
40549,3.0,-1.0,NON
40550,5.0,-1.0,NON
40551,6.0,-1.0,NON
40552,3.0,-1.0,NON
40553,5.0,-1.0,NON
40554,5.0,-1.0,NON
40555,3.0,-1.0,NON
40556,7.0,-1.0,SMARTWAY ELITE
40557,7.0,-1.0,SMARTWAY ELITE
40558,3.0,-1.0,SMARTWAY
40559,1.0,-1.0,NON
40560,1.0,-1.0,NON
40561,5.0,-1.0,NON
40562,5.0,-1.0,NON
40563,5.0,-1.0,NON
40564,1.0,-1.0,NON
40565,7.0,-1.0,SMARTWAY
40566,3.0,-1.0,NON
40567,3.0,-1.0,NON
40568,3.0,-1.0,NON
40569,5.0,-1.0,NON
40570,5.0,-1.0,NON
40571,5.0,-1.0,NON
40572,7.0,-1.0,NON
40573,5.0,-1.0,NON
40574,5.0,-1.0,NON
40575,5.0,-1.0,NON
40576,3.0,-1.0,NON
40577,7.0,-1.0,NON
40578,1.0,-1.0,NON
40579,7.0,-1.0,NON
40580,1.0,-1.0,NON
40581,7.0,-1.0,NON
40582,1.0,-1.0,NON
40583,1.0,-1.0,NON
40584,1.0,-1.0,NON
40585,10.0,-1.0,SMARTWAY ELITE
40586,6.0,-1.0,SMARTWAY
40587,3.0,-1.0,NON
40588,3.0,-1.0,NON
40589,3.0,-1.0,NON
40590,3.0,-1.0,NON
40591,3.0,-1.0,NON
40592,6.0,-1.0,NON
40593,6.0,-1.0,NON
40594,6.0,-1.0,NON
40595,3.0,-1.0,NON
40596,7.0,-1.0,SMARTWAY ELITE
40597,3.0,-1.0,NON
40598,3.0,-1.0,NON
40599,1.0,-1.0,NON
40600,1.0,-1.0,NON
40601,1.0,-1.0,NON
40602,1.0,-1.0,NON
40603,1.0,-1.0,NON
40604,3.0,-1.0,NON
40605,7.0,-1.0,SMARTWAY
40606,5.0,-1.0,NON
40607,5.0,-1.0,NON
40608,7.0,-1.0,SMARTWAY
40609,7.0,-1.0,SMARTWAY
40610,3.0,-1.0,NON
40611,3.0,-1.0,NON
40612,3.0,-1.0,NON
40613,3.0,-1.0,NON
40614,3.0,-1.0,NON
40615,3.0,-1.0,NON
40616,3.0,-1.0,NON
40617,3.0,-1.0,NON
40618,1.0,-1.0,NON
40619,1.0,-1.0,NON
40620,3.0,-1.0,NON
40621,3.0,-1.0,NON
40622,5.0,-1.0,NON
40623,3.0,-1.0,NON
40624,5.0,-1.0,NON
40625,3.0,-1.0,NON
40626,5.0,-1.0,NON
40627,3.0,-1.0,NON
40628,3.0,-1.0,NON
40629,3.0,-1.0,NON
40630,5.0,-1.0,NON
40631,3.0,-1.0,NON
40632,6.0,-1.0,SMARTWAY
40633,3.0,-1.0,NON
40634,3.0,-1.0,SMARTWAY
40635,3.0,-1.0,SMARTWAY
40636,3.0,-1.0,NON
40637,3.0,-1.0,NON
40638,3.0,-1.0,NON
40639,5.0,-1.0,NON
40640,5.0,-1.0,NON
40641,3.0,-1.0,NON
40642,5.0,-1.0,NON
40643,5.0,-1.0,NON
40644,3.0,-1.0,NON
40645,3.0,-1.0,NON
40646,3.0,-1.0,NON
40647,3.0,-1.0,NON
40648,3.0,-1.0,NON
40649,3.0,-1.0,NON
40650,3.0,-1.0,NON
40651,5.0,-1.0,NON
40652,5.0,-1.0,NON
40653,3.0,-1.0,NON
40654,5.0,-1.0,NON
40655,3.0,-1.0,NON
40656,3.0,-1.0,NON
40657,3.0,-1.0,NON
40658,5.0,-1.0,NON
40659,5.0,-1.0,NON
40660,3.0,-1.0,NON
40661,3.0,-1.0,NON
40662,3.0,-1.0,NON
40663,7.0,-1.0,NON
40664,7.0,-1.0,NON
40665,7.0,-1.0,NON
40666,7.0,-1.0,NON
40667,7.0,-1.0,NON
40668,5.0,-1.0,NON
40669,3.0,-1.0,NON
40670,5.0,-1.0,NON
40671,5.0,-1.0,NON
40672,3.0,-1.0,NON
40673,5.0,-1.0,NON
40674,3.0,-1.0,NON
40675,3.0,-1.0,NON
40676,3.0,-1.0,NON
40677,3.0,-1.0,NON
40678,3.0,-1.0,NON
40679,3.0,-1.0,NON
40680,3.0,-1.0,NON
40681,3.0,-1.0,NON
40682,3.0,-1.0,NON
40683,1.0,-1.0,NON
40684,3.0,-1.0,NON
40685,1.0,-1.0,NON
40686,6.0,-1.0,NON
40687,5.0,-1.0,NON
40688,5.0,-1.0,NON
40689,5.0,-1.0,NON
40690,5.0,-1.0,NON
40691,5.0,-1.0,NON
40692,5.0,-1.0,SMARTWAY
40693,3.0,-1.0,NON
40694,3.0,-1.0,SMARTWAY
40695,3.0,-1.0,SMARTWAY
40696,3.0,-1.0,SMARTWAY
40697,3.0,-1.0,SMARTWAY
40698,5.0,-1.0,NON
40699,5.0,-1.0,NON
40700,7.0,-1.0,NON
40701,5.0,-1.0,NON
40702,5.0,-1.0,NON
40703,7.0,-1.0,SMARTWAY
40704,7.0,-1.0,SMARTWAY
40705,5.0,-1.0,NON
40706,3.0,-1.0,SMARTWAY
40707,3.0,-1.0,NON
40708,3.0,-1.0,NON
40709,3.0,-1.0,NON
40710,3.0,-1.0,NON
40711,5.0,-1.0,NON
40712,5.0,-1.0,NON
40713,7.0,-1.0,SMARTWAY ELITE
40714,5.0,-1.0,NON
40715,5.0,-1.0,NON
40716,5.0,-1.0,NON
40717,5.0,-1.0,NON
40718,7.0,-1.0,SMARTWAY
40719,5.0,-1.0,NON
40720,7.0,-1.0,SMARTWAY ELITE
40721,7.0,-1.0,SMARTWAY ELITE
40722,3.0,-1.0,NON
40723,3.0,-1.0,NON
40724,3.0,-1.0,NON
40725,3.0,-1.0,NON
40726,5.0,-1.0,NON
40727,5.0,-1.0,NON
40728,5.0,-1.0,NON
40729,3.0,-1.0,NON
40730,5.0,-1.0,NON
40731,5.0,-1.0,NON
40732,5.0,-1.0,NON
40733,5.0,-1.0,NON
40734,5.0,-1.0,NON
40735,5.0,-1.0,NON
40736,5.0,-1.0,NON
40737,5.0,-1.0,NON
40738,5.0,-1.0,NON
40739,5.0,-1.0,NON
40740,5.0,-1.0,NON
40741,3.0,-1.0,NON
40742,5.0,-1.0,NON
40743,5.0,-1.0,NON
40744,5.0,-1.0,NON
40745,3.0,-1.0,NON
40746,5.0,-1.0,NON
40747,5.0,-1.0,NON
40748,5.0,-1.0,NON
40749,5.0,-1.0,NON
40750,7.0,-1.0,NON
40751,5.0,-1.0,NON
40752,3.0,-1.0,NON
40753,5.0,-1.0,NON
40754,5.0,-1.0,NON
40755,3.0,-1.0,NON
40756,3.0,-1.0,NON
40757,3.0,-1.0,NON
40758,3.0,-1.0,NON
40759,3.0,-1.0,NON
40760,7.0,-1.0,NON
40761,3.0,-1.0,NON
40762,3.0,-1.0,NON
40763,5.0,-1.0,NON
40764,5.0,-1.0,NON
40765,5.0,-1.0,NON
40766,7.0,-1.0,NON
40767,7.0,-1.0,NON
40768,10.0,-1.0,SMARTWAY ELITE
40769,10.0,-1.0,SMARTWAY ELITE
40770,3.0,-1.0,NON
40771,3.0,-1.0,NON
40772,3.0,-1.0,NON
40773,3.0,-1.0,NON
40774,6.0,-1.0,NON
40775,6.0,-1.0,NON
40776,6.0,-1.0,SMARTWAY
40777,3.0,-1.0,SMARTWAY
40778,5.0,-1.0,NON
40779,3.0,-1.0,NON
40780,6.0,-1.0,NON
40781,3.0,-1.0,NON
40782,3.0,-1.0,NON
40783,3.0,-1.0,NON
40784,3.0,-1.0,NON
40785,3.0,-1.0,NON
40786,7.0,-1.0,SMARTWAY ELITE
40787,7.0,-1.0,SMARTWAY
40788,7.0,-1.0,SMARTWAY ELITE
40789,3.0,-1.0,NON
40790,3.0,-1.0,NON
40791,3.0,-1.0,NON
40792,1.0,-1.0,NON
40793,1.0,-1.0,NON
40794,1.0,-1.0,NON
40795,5.0,-1.0,NON
40796,5.0,-1.0,NON
40797,7.0,-1.0,NON
40798,3.0,-1.0,SMARTWAY
40799,3.0,-1.0,NON
40800,7.0,-1.0,NON
40801,3.0,-1.0,SMARTWAY
40802,3.0,-1.0,NON
40803,3.0,-1.0,NON
40804,3.0,-1.0,NON
40805,3.0,-1.0,NON
40806,3.0,-1.0,NON
40807,3.0,-1.0,NON
40808,7.0,-1.0,SMARTWAY
40809,7.0,-1.0,SMARTWAY ELITE
40810,7.0,-1.0,SMARTWAY ELITE
40811,7.0,-1.0,SMARTWAY ELITE
40812,10.0,-1.0,SMARTWAY ELITE
40813,3.0,-1.0,SMARTWAY
40814,3.0,-1.0,SMARTWAY
40816,5.0,-1.0,NON
40817,3.0,-1.0,NON
40818,5.0,-1.0,NON
40819,5.0,-1.0,NON
40820,5.0,-1.0,NON
40821,5.0,-1.0,NON
40822,5.0,-1.0,NON
40823,5.0,-1.0,NON
40824,5.0,-1.0,NON
40825,5.0,-1.0,NON
40826,5.0,-1.0,NON
40827,1.0,-1.0,NON
40828,3.0,-1.0,NON
40829,1.0,-1.0,NON
40830,7.0,-1.0,SMARTWAY ELITE
40831,3.0,-1.0,NON
40832,3.0,-1.0,NON
40833,5.0,-1.0,NON
40834,7.0,-1.0,SMARTWAY
40835,3.0,-1.0,NON
40836,3.0,-1.0,SMARTWAY
40837,7.0,-1.0,SMARTWAY
40838,7.0,-1.0,SMARTWAY
40839,3.0,-1.0,NON
40840,7.0,-1.0,SMARTWAY
40841,7.0,-1.0,SMARTWAY
40842,5.0,-1.0,SMARTWAY
40843,3.0,-1.0,SMARTWAY
40844,7.0,-1.0,SMARTWAY
40845,7.0,-1.0,SMARTWAY
40846,3.0,-1.0,NON
40847,7.0,-1.0,SMARTWAY
40848,7.0,-1.0,SMARTWAY
40849,3.0,-1.0,NON
40850,5.0,-1.0,NON
40851,3.0,-1.0,NON
40852,5.0,-1.0,NON
40853,5.0,-1.0,SMARTWAY
40854,5.0,-1.0,NON
40855,5.0,-1.0,NON
40856,5.0,-1.0,NON
40857,5.0,-1.0,NON
40858,5.0,-1.0,NON
40859,5.0,-1.0,NON
40860,5.0,-1.0,NON
40861,3.0,-1.0,NON
40862,5.0,-1.0,NON
40863,7.0,-1.0,SMARTWAY ELITE
40864,3.0,-1.0,NON
40865,3.0,-1.0,NON
40866,5.0,-1.0,NON
40867,5.0,-1.0,NON
40868,5.0,-1.0,NON
40869,5.0,-1.0,NON
40870,5.0,-1.0,NON
40871,5.0,-1.0,NON
40872,5.0,-1.0,NON
40873,5.0,-1.0,NON
40874,7.0,-1.0,NON
40875,5.0,-1.0,NON
40876,5.0,-1.0,NON
40877,5.0,-1.0,NON
40878,3.0,-1.0,NON
40879,7.0,-1.0,NON
40880,7.0,-1.0,NON
40881,3.0,-1.0,NON
40882,3.0,-1.0,NON
40883,3.0,-1.0,NON
40884,7.0,-1.0,SMARTWAY
40885,7.0,-1.0,SMARTWAY
40886,7.0,-1.0,SMARTWAY
40887,7.0,-1.0,NON
40888,5.0,-1.0,NON
40889,6.0,-1.0,SMARTWAY
40890,7.0,-1.0,SMARTWAY
40891,7.0,-1.0,SMARTWAY
40892,6.0,-1.0,NON
40893,7.0,-1.0,NON
40894,5.0,-1.0,NON
40895,5.0,-1.0,NON
40896,5.0,-1.0,NON
40897,5.0,-1.0,NON
40898,5.0,-1.0,NON
40899,5.0,-1.0,NON
40900,3.0,-1.0,NON
40901,3.0,-1.0,NON
40903,5.0,-1.0,NON
40904,5.0,-1.0,NON
40905,5.0,-1.0,NON
40906,3.0,-1.0,NON
40907,3.0,-1.0,NON
40908,5.0,-1.0,NON
40909,3.0,-1.0,NON
40910,5.0,-1.0,NON
40911,7.0,-1.0,NON
40912,7.0,-1.0,NON
40913,7.0,-1.0,NON
40914,3.0,-1.0,NON
40915,7.0,-1.0,NON
40916,5.0,-1.0,NON
40917,5.0,-1.0,NON
40918,5.0,-1.0,NON
40919,7.0,-1.0,NON
40920,3.0,-1.0,NON
40921,1.0,-1.0,NON
40922,1.0,-1.0,NON
40923,1.0,-1.0,NON
40924,5.0,-1.0,SMARTWAY
40925,3.0,-1.0,NON
40926,5.0,-1.0,NON
40927,5.0,-1.0,NON
40928,5.0,-1.0,NON
40929,5.0,-1.0,NON
40930,1.0,-1.0,NON
40931,6.0,-1.0,NON
40932,5.0,-1.0,NON
40933,6.0,-1.0,NON
40934,6.0,-1.0,NON
40935,6.0,-1.0,NON
40936,5.0,-1.0,SMARTWAY
40937,5.0,-1.0,SMARTWAY
40938,5.0,-1.0,SMARTWAY
40939,5.0,-1.0,SMARTWAY
40940,1.0,-1.0,NON
40941,6.0,-1.0,NON
40942,3.0,-1.0,NON
40943,7.0,-1.0,SMARTWAY ELITE
40944,6.0,-1.0,NON
40945,5.0,-1.0,NON
40946,5.0,-1.0,NON
40947,6.0,-1.0,NON
40948,6.0,-1.0,NON
40949,5.0,-1.0,NON
40950,5.0,-1.0,NON
40951,6.0,-1.0,NON
40952,6.0,-1.0,NON
40953,5.0,-1.0,NON
40954,5.0,-1.0,NON
40955,6.0,-1.0,NON
40956,6.0,-1.0,NON
40957,3.0,-1.0,NON
40958,5.0,-1.0,NON
40959,6.0,-1.0,NON
40960,3.0,-1.0,NON
40961,5.0,-1.0,NON
40962,5.0,-1.0,NON
40963,5.0,-1.0,NON
40964,5.0,-1.0,NON
40965,5.0,-1.0,NON
40966,5.0,-1.0,NON
40967,5.0,-1.0,NON
40968,5.0,-1.0,NON
40969,5.0,-1.0,NON
40970,5.0,-1.0,NON
40971,5.0,-1.0,NON
40972,5.0,-1.0,NON
